epoch,train_loss,test_loss,accuracy_offloading,accuracy_resource,latency,energy,cost,forgetting_score,domain_gap
19,5.238172917643169e-08,5.238172917643169e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,6.131779084483924e-09,6.131779084483924e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,7.176430560917879e-09,7.176430560917879e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.830096044296852e-09,6.830096044296852e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2.0357987295938074e-08,2.0357987295938074e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,4.408379883358293e-09,4.408379883358293e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8.885812086134592e-09,8.885812086134592e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,6.458886758764493e-09,6.458886758764493e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,3.4849803043357497e-09,3.4849803043357497e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1.969475071916804e-08,1.969475071916804e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29,7.256768519425805e-09,7.256768519425805e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8.452912148015912e-09,8.452912148015912e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,3.400517556428895e-08,3.400517556428895e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1.2215076949928516e-08,1.2215076949928516e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1.4846641249732784e-08,1.4846641249732784e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,9.33471344666259e-09,9.33471344666259e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1.0633724123465527e-08,1.0633724123465527e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,3.4178333496726054e-09,3.4178333496726054e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1.405223137851408e-08,1.405223137851408e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2.1445000442099627e-08,2.1445000442099627e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8.77238015561943e-09,8.77238015561943e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8.324884959165502e-08,8.324884959165502e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2.282017064203501e-08,2.282017064203501e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42,9.552089785813678e-09,9.552089785813678e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,7.617432906670274e-09,7.617432906670274e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8.699768017095266e-09,8.699768017095266e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2.2645581410074556e-08,2.2645581410074556e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1.3946489296756681e-08,1.3946489296756681e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47,5.091254973166315e-09,5.091254973166315e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,9.998730732263539e-09,9.998730732263539e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49,5.063945263117375e-09,5.063945263117375e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,6.995839907375512e-09,6.995839907375512e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8.212722057976407e-09,8.212722057976407e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2.1348414591670917e-08,2.1348414591670917e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1.2114173664201644e-08,1.2114173664201644e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,4.9746868846511916e-09,4.9746868846511916e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
55,5.996101837268952e-09,5.996101837268952e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1.0120298377103154e-08,1.0120298377103154e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2.10609840678444e-08,2.10609840678444e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8.740114409988564e-09,8.740114409988564e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
59,7.531529178095298e-09,7.531529178095298e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,5.390381474512651e-09,5.390381474512651e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61,5.9879474711976854e-09,5.9879474711976854e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62,6.875009450624248e-09,6.875009450624248e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
63,5.545475190160687e-09,5.545475190160687e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2.0830514202430095e-08,2.0830514202430095e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1.862212286596332e-07,1.862212286596332e-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,9.359967023669924e-09,9.359967023669924e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1.704545482539288e-08,1.704545482539288e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,6.552650422264605e-09,6.552650422264605e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2.608683580263005e-08,2.608683580263005e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,6.8530150443280036e-09,6.8530150443280036e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71,5.821937598682325e-09,5.821937598682325e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
72,1.8114189259677005e-08,1.8114189259677005e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,9.103896303486181e-09,9.103896303486181e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8.3714386533984e-09,8.3714386533984e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75,3.044048924039089e-08,3.044048924039089e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76,6.6102519014066274e-09,6.6102519014066274e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77,5.717255557868839e-09,5.717255557868839e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,6.069820646104063e-09,6.069820646104063e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
79,9.743604145739937e-09,9.743604145739937e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
80,5.325719865112433e-09,5.325719865112433e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8.873376700080371e-09,8.873376700080371e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82,5.088675703035506e-09,5.088675703035506e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8.134202644782818e-09,8.134202644782818e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84,1.2719919340042907e-08,1.2719919340042907e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85,3.990655805807819e-09,3.990655805807819e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86,6.51265175122262e-09,6.51265175122262e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1.7317152156692828e-08,1.7317152156692828e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2.4299888323753294e-08,2.4299888323753294e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8.55314397085749e-09,8.55314397085749e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
90,7.025337200872173e-09,7.025337200872173e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2.6221873561382836e-09,2.6221873561382836e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
92,4.093408279004507e-08,4.093408279004507e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1.3127272602275752e-08,1.3127272602275752e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8.15626233219291e-09,8.15626233219291e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
95,4.9289448078582154e-09,4.9289448078582154e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
96,6.143733077834668e-09,6.143733077834668e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97,5.70996627757836e-09,5.70996627757836e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1.3784231533975344e-08,1.3784231533975344e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99,4.319161028831786e-09,4.319161028831786e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1.608531619012865e-08,1.608531619012865e-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0
