epoch,train_loss,test_loss,accuracy_offloading,accuracy_resource,latency,energy,cost,forgetting_score,domain_gap
1,0.9365379810333252,0.9365379810333252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0007306221523322165,0.0007306221523322165,0.41999998688697815,0.0,0.0,0.0,0.0,0.0,0.0
3,4.9218051572097465e-05,4.9218051572097465e-05,0.7870000004768372,0.0,0.0,0.0,0.0,0.0,0.0
4,2.4428634787909687e-05,2.4428634787909687e-05,0.8569999933242798,0.0,0.0,0.0,0.0,0.0,0.0
5,1.9947874534409493e-05,1.9947874534409493e-05,0.8665000200271606,0.0,0.0,0.0,0.0,0.0,0.0
6,9.395069355377927e-06,9.395069355377927e-06,0.8765000104904175,0.0,0.0,0.0,0.0,0.0,0.0
7,4.107453059987165e-05,4.107453059987165e-05,0.8794999718666077,0.0,0.0,0.0,0.0,0.0,0.0
8,1.3734410458710045e-05,1.3734410458710045e-05,0.8705000281333923,0.0,0.0,0.0,0.0,0.0,0.0
9,3.202499283361249e-05,3.202499283361249e-05,0.8725000023841858,0.0,0.0,0.0,0.0,0.0,0.0
10,3.0271607101894915e-05,3.0271607101894915e-05,0.8799999952316284,0.0,0.0,0.0,0.0,0.0,0.0
11,1.7968486645258963e-05,1.7968486645258963e-05,0.875,0.0,0.0,0.0,0.0,0.0,0.0
12,2.1088197172502987e-05,2.1088197172502987e-05,0.8709999918937683,0.0,0.0,0.0,0.0,0.0,0.0
13,2.9195973183959723e-05,2.9195973183959723e-05,0.8679999709129333,0.0,0.0,0.0,0.0,0.0,0.0
14,1.5990481188055128e-05,1.5990481188055128e-05,0.8694999814033508,0.0,0.0,0.0,0.0,0.0,0.0
15,1.4616432054026518e-05,1.4616432054026518e-05,0.8790000081062317,0.0,0.0,0.0,0.0,0.0,0.0
16,1.487607278249925e-05,1.487607278249925e-05,0.8799999952316284,0.0,0.0,0.0,0.0,0.0,0.0
17,1.87014666153118e-05,1.87014666153118e-05,0.8755000233650208,0.0,0.0,0.0,0.0,0.0,0.0
18,2.1083338651806116e-05,2.1083338651806116e-05,0.8769999742507935,0.0,0.0,0.0,0.0,0.0,0.0
19,1.9440378309809603e-05,1.9440378309809603e-05,0.8765000104904175,0.0,0.0,0.0,0.0,0.0,0.0
20,2.183015203627292e-05,2.183015203627292e-05,0.8725000023841858,0.0,0.0,0.0,0.0,0.0,0.0
21,1.7838430721894838e-05,1.7838430721894838e-05,0.8805000185966492,0.0,0.0,0.0,0.0,0.0,0.0
22,2.1990344976074994e-05,2.1990344976074994e-05,0.8790000081062317,0.0,0.0,0.0,0.0,0.0,0.0
23,2.1217341782175936e-05,2.1217341782175936e-05,0.8784999847412109,0.0,0.0,0.0,0.0,0.0,0.0
24,7.150178862502798e-05,7.150178862502798e-05,0.8784999847412109,0.0,0.0,0.0,0.0,0.0,0.0
25,1.588485247339122e-05,1.588485247339122e-05,0.8790000081062317,0.0,0.0,0.0,0.0,0.0,0.0
26,1.1976553651038557e-05,1.1976553651038557e-05,0.8765000104904175,0.0,0.0,0.0,0.0,0.0,0.0
27,4.129031367483549e-05,4.129031367483549e-05,0.878000020980835,0.0,0.0,0.0,0.0,0.0,0.0
28,1.8372000340605155e-05,1.8372000340605155e-05,0.8799999952316284,0.0,0.0,0.0,0.0,0.0,0.0
29,1.7432987078791484e-05,1.7432987078791484e-05,0.8805000185966492,0.0,0.0,0.0,0.0,0.0,0.0
30,3.945126445614733e-05,3.945126445614733e-05,0.8730000257492065,0.0,0.0,0.0,0.0,0.0,0.0
31,1.7679472875897773e-05,1.7679472875897773e-05,0.8809999823570251,0.0,0.0,0.0,0.0,0.0,0.0
32,2.247435986646451e-05,2.247435986646451e-05,0.8794999718666077,0.0,0.0,0.0,0.0,0.0,0.0
33,1.3796369785268325e-05,1.3796369785268325e-05,0.8740000128746033,0.0,0.0,0.0,0.0,0.0,0.0
34,1.7767635654308833e-05,1.7767635654308833e-05,0.8769999742507935,0.0,0.0,0.0,0.0,0.0,0.0
35,1.5889645510469563e-05,1.5889645510469563e-05,0.8809999823570251,0.0,0.0,0.0,0.0,0.0,0.0
36,2.6259120204485953e-05,2.6259120204485953e-05,0.8755000233650208,0.0,0.0,0.0,0.0,0.0,0.0
37,1.958132088475395e-05,1.958132088475395e-05,0.8784999847412109,0.0,0.0,0.0,0.0,0.0,0.0
38,1.5098236872290727e-05,1.5098236872290727e-05,0.8774999976158142,0.0,0.0,0.0,0.0,0.0,0.0
39,2.1345773348002695e-05,2.1345773348002695e-05,0.8805000185966492,0.0,0.0,0.0,0.0,0.0,0.0
40,1.8042708688881248e-05,1.8042708688881248e-05,0.8774999976158142,0.0,0.0,0.0,0.0,0.0,0.0
41,1.7582888176548295e-05,1.7582888176548295e-05,0.8809999823570251,0.0,0.0,0.0,0.0,0.0,0.0
